Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,MP
Patrik Šimko,sk SVK,DF,31-223,,7,572.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,9.0
Vladislav Lyovin,ru RUS,MF,27-325,,6,476.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,9.0
Patrik Brandner,cz CZE,FW,29-043,,5,347.0,3.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,,,,0.26,0.26,0.52,0.26,0.52,Matches,10.0
Filip Vecheta,cz CZE,FW,20-001,,4,409.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,,,,0.22,0.0,0.22,0.22,0.22,Matches,12.0
Vlasiy Sinyavskiy,ee EST,FW,26-081,,3,373.0,4.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,,,,0.24,0.24,0.48,0.24,0.48,Matches,10.0
Ondřej Šašinka,cz CZE,FW,24-332,,3,337.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,10.0
Tomáš Břečka,cz CZE,DF,28-280,,2,176.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,4.0
Tomáš Fryšták,cz CZE,GK,35-182,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,1.0
Jiří Borek,cz CZE,GK,20-146,,1,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,1.0
Kim Seungbin,kr KOR,FW,22-353,,0,80.0,0.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.13,1.13,0.0,1.13,Matches,3.0
Pavel Juroska,cz CZE,MF,21-224,,0,,,,,,,,,,,,,,,,,,,Matches,0.0
Marko Merdović,me MNE,MF,24-091,,0,,,,,,,,,,,,,,,,,,,Matches,0.0
Marek Polášek,pl POL,MF,21-274,,0,,,,,,,,,,,,,,,,,,,Matches,0.0
Squad Total,,,30.2,,209,1710.0,19.0,22.0,16.0,38.0,19.0,3.0,3.0,40.0,3.0,,,,1.16,0.84,2.0,1.0,1.84,,19.0
Opponent Total,,,27.4,,209,1710.0,19.0,27.0,18.0,45.0,25.0,2.0,2.0,34.0,2.0,,,,1.42,0.95,2.37,1.32,2.26,,19.0
Lukáš Hůlka,cz CZE,DF,27-322,,18,1626.0,18.1,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,,,,0.11,0.06,0.17,0.11,0.17,Matches,19.0
Daniel Köstl,cz CZE,DF,24-269,,18,1572.0,17.5,0.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,,,,0.0,0.11,0.11,0.0,0.11,Matches,18.0
Josef Jindřišek,cz CZE,DF,42-002,,17,1519.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,19.0
Antonín Křapka,cz CZE,DF,29-025,,17,1476.0,16.4,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,,,,0.24,0.0,0.24,0.24,0.24,Matches,17.0
Martin Dostál,cz CZE,DF,33-146,,17,1473.0,16.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.06,0.0,0.06,0.06,0.06,Matches,19.0
Jan Kovařík,cz CZE,MF,34-242,,16,1138.0,12.6,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,,,,0.08,0.08,0.16,0.08,0.16,Matches,19.0
Roman Valeš,cz CZE,GK,32-347,,13,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,13.0
Petr Hronek,cz CZE,MF,29-227,,13,1090.0,12.1,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,,,,0.17,0.25,0.41,0.17,0.41,Matches,14.0
Roman Květ,cz CZE,MF,25-061,,13,989.0,11.0,9.0,3.0,12.0,7.0,2.0,2.0,2.0,1.0,,,,0.82,0.27,1.09,0.64,0.91,Matches,13.0
David Puškáč,cz CZE,FW,29-278,,12,967.0,10.7,5.0,3.0,8.0,3.0,2.0,3.0,3.0,0.0,,,,0.47,0.28,0.74,0.28,0.56,Matches,15.0
Adam Jánoš,cz CZE,MF,30-211,,12,956.0,10.6,2.0,1.0,3.0,2.0,0.0,0.0,3.0,1.0,,,,0.19,0.09,0.28,0.19,0.28,Matches,16.0
Erik Prekop,sk SVK,MF,25-131,,10,764.0,8.5,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,,,,0.12,0.12,0.24,0.12,0.24,Matches,10.0
Ondřej Petrák,cz CZE,MF,30-342,,9,739.0,8.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,0.12,0.0,0.12,0.12,0.12,Matches,11.0
Václav Drchal,cz CZE,FW,23-206,,7,676.0,7.5,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,,,,0.4,0.13,0.53,0.4,0.53,Matches,11.0
Aleš Čermák,cz CZE,MF,28-138,,3,270.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,,,,0.67,0.0,0.67,0.33,0.33,Matches,3.0
Hugo Jan Bačkovský,cz CZE,GK,23-129,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,3.0
Martin Jedlička,cz CZE,GK,25-023,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,3.0
Michal Beran,cz CZE,MF,22-178,,2,391.0,4.3,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.46,0.46,0.0,0.46,Matches,12.0
Jan Vondra,cz CZE,DF,27-156,,2,234.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,3.0
Martin Hála,cz CZE,DF,30-329,,1,278.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,11.0
Daniel Krch,cz CZE,DF,30-333,,1,172.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,8.0
Jan Matoušek,cz CZE,MF,24-283,,1,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,3.0
David Bartek,cz CZE,MF,35-003,,1,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,5.0
Ladislav Mužík,cz CZE,FW,24-206,,0,287.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,18.0
Martin Nový,cz CZE,DF,30-024,,0,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,8.0
Matěj Koubek,cz CZE,FW,23-043,,0,40.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,4.0
Vojtěch Novák,cz CZE,MF,21-027,,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,4.0
Adam Kadlec,cz CZE,DF,19-225,,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,1.0
Jan Morávek,cz CZE,"FW,MF",33-107,,0,,,,,,,,,,,,,,,,,,,Matches,0.0
Tomáš Necid,cz CZE,FW,33-187,,0,,,,,,,,,,,,,,,,,,,Matches,0.0
Lukas Soukup,cz CZE,GK,28-041,,0,,,,,,,,,,,,,,,,,,,Matches,0.0
Denis Vala,cz CZE,DF,22-128,,0,,,,,,,,,,,,,,,,,,,Matches,0.0
Stefan Vilotic,rs SRB,DF,23-123,,0,,,,,,,,,,,,,,,,,,,Matches,0.0
Michal Vrána,cz CZE,MF,23-243,,0,,,,,,,,,,,,,,,,,,,Matches,0.0
Squad Total,,,29.9,,209,1710.0,19.0,33.0,18.0,51.0,28.0,5.0,6.0,33.0,4.0,,,,1.74,0.95,2.68,1.47,2.42,,19.0
Opponent Total,,,27.6,,209,1710.0,19.0,35.0,27.0,62.0,31.0,4.0,4.0,40.0,3.0,,,,1.84,1.42,3.26,1.63,3.05,,19.0
Michal Reichl,cz CZE,GK,30-155,18.0,18,1596.0,17.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Jakub Klíma,cz CZE,DF,24-172,18.0,18,1592.0,17.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.06,0.06,0.0,0.06,Matches,
Petr Kodeš,cz CZE,MF,27-016,17.0,16,1383.0,15.4,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,,,,0.07,0.13,0.2,0.07,0.2,Matches,
Vojtěch Smrž,cz CZE,MF,26-027,16.0,16,1359.0,15.1,2.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,,,,0.13,0.0,0.13,0.13,0.13,Matches,
Filip Kubala,cz CZE,MF,23-167,17.0,16,1264.0,14.0,6.0,4.0,10.0,6.0,0.0,0.0,1.0,0.0,,,,0.43,0.28,0.71,0.43,0.71,Matches,
Daniel Vašulín,cz CZE,MF,24-250,15.0,15,1248.0,13.9,3.0,2.0,5.0,3.0,0.0,0.0,4.0,0.0,,,,0.22,0.14,0.36,0.22,0.36,Matches,
Jakub Kučera,cz CZE,MF,26-019,16.0,14,1245.0,13.8,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.14,0.14,0.0,0.14,Matches,
František Čech,cz CZE,DF,24-249,14.0,13,1101.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Matěj Ryneš,cz CZE,MF,21-262,13.0,13,1072.0,11.9,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,,,,0.08,0.17,0.25,0.08,0.25,Matches,
Jakub Rada,cz CZE,MF,35-287,16.0,12,1104.0,12.3,2.0,1.0,3.0,0.0,2.0,2.0,4.0,0.0,,,,0.16,0.08,0.24,0.0,0.08,Matches,
Adam Gabriel,cz CZE,DF,21-264,15.0,12,1096.0,12.2,2.0,1.0,3.0,2.0,0.0,0.0,3.0,1.0,,,,0.16,0.08,0.25,0.16,0.25,Matches,
Filip Čihák,cz CZE,DF,23-221,11.0,10,945.0,10.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.1,0.1,0.0,0.1,Matches,
Štěpán Harazim,cz CZE,DF,22-218,11.0,6,611.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Filip Novotný,cz CZE,MF,27-183,11.0,5,458.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Adam Vlkanova,cz CZE,MF,28-165,5.0,5,430.0,4.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,0.21,0.21,0.42,0.21,0.42,Matches,
Michal Leibl,cz CZE,MF,30-254,5.0,5,284.0,3.2,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,,,,0.32,0.0,0.32,0.32,0.32,Matches,
Matěj Koubek,cz CZE,FW,23-043,12.0,4,505.0,5.6,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,,0.36,0.0,0.36,0.36,0.36,Matches,
Ondřej Ševčík,cz CZE,DF,27-252,8.0,3,416.0,4.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.22,0.0,0.22,0.22,0.22,Matches,
Matej Trusa,sk SVK,MF,22-079,5.0,2,199.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Petr Rybička,cz CZE,FW,27-033,7.0,2,197.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Petr Pudhorocký,cz CZE,MF,21-248,3.0,2,150.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,0.6,0.0,0.6,0.6,0.6,Matches,
Pavel Dvořák,cz CZE,FW,33-362,11.0,1,151.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Pavol Bajza,sk SVK,GK,31-165,2.0,1,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Erik Prekop,sk SVK,MF,25-131,5.0,0,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
David Doležal,cz CZE,MF,23-042,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Lukáš Hájek,cz CZE,MF,20-250,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
David Jurcenko,cz CZE,FW,19-019,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Jakub Kosař,cz CZE,MF,21-211,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Daniel Kutík,cz CZE,DF,18-280,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Patrik Vízek,cz CZE,GK,29-355,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Squad Total,,,26.0,19.0,209,1710.0,19.0,23.0,17.0,40.0,21.0,2.0,2.0,51.0,6.0,,,,1.21,0.89,2.11,1.11,2.0,,
Opponent Total,,,28.0,19.0,209,1710.0,19.0,24.0,11.0,35.0,20.0,4.0,4.0,38.0,4.0,,,,1.26,0.58,1.84,1.05,1.63,,
Mojmir Chytil,cz CZE,MF,23-293,19.0,19,1591.0,17.7,6.0,1.0,7.0,5.0,1.0,1.0,3.0,0.0,,,,0.34,0.06,0.4,0.28,0.34,Matches,
Radim Breite,cz CZE,MF,33-190,19.0,19,1582.0,17.6,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,,,,0.06,0.17,0.23,0.06,0.23,Matches,
Antonín Růsek,cz CZE,FW,23-331,19.0,18,1525.0,16.9,2.0,4.0,6.0,2.0,0.0,0.0,2.0,0.0,,,,0.12,0.24,0.35,0.12,0.35,Matches,
Jan Navrátil,cz CZE,"FW,MF",32-309,19.0,18,1401.0,15.6,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,,,,0.19,0.06,0.26,0.19,0.26,Matches,
Ondřej Zmrzlý,cz CZE,MF,23-300,18.0,17,1507.0,16.7,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,,,,0.06,0.18,0.24,0.06,0.24,Matches,
Jakub Trefil,cz CZE,GK,22-007,16.0,16,1440.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Juraj Chvátal,sk SVK,"DF,MF",26-218,16.0,16,1272.0,14.1,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,,,,0.07,0.14,0.21,0.07,0.21,Matches,
Vít Beneš,cz CZE,DF,34-188,18.0,15,1392.0,15.5,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,,,,0.13,0.0,0.13,0.13,0.13,Matches,
Lukáš Vraštil,cz CZE,DF,28-343,15.0,12,1085.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Jakub Pokorný,cz CZE,DF,26-158,12.0,11,925.0,10.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,,,,0.1,0.0,0.1,0.1,0.1,Matches,
Jiří Spáčil,cz CZE,MF,24-005,13.0,9,726.0,8.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,0.12,0.0,0.12,0.12,0.12,Matches,
Filip Zorvan,cz CZE,MF,26-315,12.0,7,719.0,8.0,1.0,3.0,4.0,0.0,1.0,1.0,1.0,0.0,,,,0.13,0.38,0.5,0.0,0.38,Matches,
Pavel Zifčák,cz CZE,FW,23-351,14.0,6,598.0,6.6,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,,,,0.3,0.15,0.45,0.3,0.45,Matches,
Denis Ventura,sk SVK,MF,27-199,8.0,6,539.0,6.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,,,,0.33,0.0,0.33,0.33,0.33,Matches,
Florent Poulolo,mq MTQ,DF,26-045,12.0,6,489.0,5.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,,,,0.18,0.0,0.18,0.18,0.18,Matches,
Jan Vodháněl,cz CZE,MF,25-297,12.0,3,365.0,4.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,0.25,0.0,0.25,0.25,0.25,Matches,
Jiří Sláma,cz CZE,MF,24-039,10.0,3,306.0,3.4,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,0.29,0.29,0.59,0.29,0.59,Matches,
Matúš Macík,sk SVK,GK,29-273,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Václav Jemelka,cz CZE,DF,27-238,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Lukáš Greššák,sk SVK,"DF,MF",34-024,9.0,1,222.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Jan Fortelny,cz CZE,MF,24-028,2.0,1,118.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Jan Sedlák,cz CZE,DF,28-114,5.0,1,99.0,1.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.91,0.0,0.91,0.91,0.91,Matches,
Jakub Matoušek,cz CZE,MF,23-114,11.0,0,287.0,3.2,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.31,0.31,0.0,0.31,Matches,
Jáchym Šíp,cz CZE,FW,20-025,7.0,0,99.0,1.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.91,0.91,0.0,0.91,Matches,
Martin Košťál,sk SVK,MF,26-358,2.0,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Tomás Zlatohlávek,cz CZE,MF,22-270,4.0,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Tomáš Digaňa,sk SVK,GK,25-278,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Vilem Fendrich,cz CZE,GK,32-026,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Matěj Hadaš,cz CZE,FW,19-083,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Jakub Přichystal,cz CZE,FW,27-114,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Tadeáš Stoppen,cz CZE,GK,19-048,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Squad Total,,,27.2,19.0,209,1710.0,19.0,27.0,21.0,48.0,25.0,2.0,2.0,35.0,1.0,,,,1.42,1.11,2.53,1.32,2.42,,
Opponent Total,,,27.5,19.0,209,1710.0,19.0,21.0,15.0,36.0,20.0,1.0,2.0,45.0,3.0,,,,1.11,0.79,1.89,1.05,1.84,,
Lukáš Červ,cz CZE,MF,21-312,19.0,19,1578.0,17.5,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,,,,0.11,0.06,0.17,0.11,0.17,Matches,
Olivier Vliegen,be BEL,GK,24-009,18.0,18,1620.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Dominik Plechaty,cz CZE,DF,23-304,18.0,17,1560.0,17.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Theodor Gebre Selassie,cz CZE,"DF,MF",36-054,16.0,16,1370.0,15.2,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,,,,0.07,0.07,0.13,0.07,0.13,Matches,
Jan Mikula,cz CZE,DF,31-042,15.0,15,1281.0,14.2,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,,,,0.07,0.07,0.14,0.07,0.14,Matches,
Christián Frýdek,cz CZE,MF,24-015,18.0,14,1254.0,13.9,1.0,4.0,5.0,1.0,0.0,0.0,2.0,0.0,,,,0.07,0.29,0.36,0.07,0.36,Matches,
Mick van Buren,nl NED,FW,30-176,15.0,14,1223.0,13.6,9.0,2.0,11.0,8.0,1.0,1.0,0.0,0.0,,,,0.66,0.15,0.81,0.59,0.74,Matches,
Maksym Talovierov,ua UKR,MF,22-233,13.0,13,1141.0,12.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,0.08,0.0,0.08,0.08,0.08,Matches,
Dominik Preisler,cz CZE,DF,27-149,16.0,13,1095.0,12.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.08,0.08,0.0,0.08,Matches,
Filip Prebsl,cz CZE,DF,19-349,14.0,10,932.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Matej Valenta,cz CZE,MF,23-007,10.0,10,752.0,8.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,0.12,0.0,0.12,0.12,0.12,Matches,
Denis Višinský,cz CZE,MF,19-332,15.0,9,795.0,8.8,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,,,,0.11,0.11,0.23,0.11,0.23,Matches,
Jan Matoušek,cz CZE,MF,24-283,11.0,8,584.0,6.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.15,0.15,0.0,0.15,Matches,
Michal Fukala,cz CZE,DF,22-117,12.0,6,531.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Imad Rondić,ba BIH,MF,24-000,17.0,5,572.0,6.4,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,,,,0.31,0.16,0.47,0.16,0.31,Matches,
Michael Rabušic,cz CZE,FW,33-152,13.0,4,367.0,4.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,,,,0.25,0.0,0.25,0.25,0.25,Matches,
Mohamed Doumbia,ci CIV,MF,24-053,7.0,3,325.0,3.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,0.28,0.28,0.55,0.28,0.55,Matches,
Victor Olatunji,ng NGA,FW,23-164,3.0,3,213.0,2.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.42,0.0,0.42,0.42,0.42,Matches,
Matyas Kozak,cz CZE,FW,21-288,12.0,2,354.0,3.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,0.25,0.0,0.25,0.25,0.25,Matches,
Marios Pourzitidis,gr GRE,DF,23-284,13.0,2,341.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Karol Mészáros,sk SVK,"FW,MF",29-206,9.0,2,246.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Ivan Varfolomeev,ua UKR,MF,18-329,5.0,2,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Ghali Ahmad,ng NGA,FW,22-238,3.0,2,119.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Kamso Mara,gn GUI,MF,28-054,5.0,1,128.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Hugo Jan Bačkovský,cz CZE,GK,23-129,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Ľubomír Tupta,sk SVK,"FW,MF",24-326,2.0,0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Tomáš Polyák,cz CZE,MF,21-285,1.0,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Radim Černický,cz CZE,DF,21-363,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Michal Kristian,cz CZE,MF,22-082,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Ondřej Lehoczki,cz CZE,DF,25-006,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Lukáš Pešl,cz CZE,GK,20-310,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Jan Stejskal,cz CZE,GK,26-002,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Jakub Winkler,cz CZE,DF,20-114,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Squad Total,,,25.5,19.0,209,1710.0,19.0,23.0,14.0,37.0,21.0,2.0,2.0,30.0,3.0,,,,1.21,0.74,1.95,1.11,1.84,,
Opponent Total,,,28.0,19.0,209,1710.0,19.0,22.0,11.0,33.0,20.0,2.0,3.0,51.0,4.0,,,,1.16,0.58,1.74,1.05,1.63,,
Jan Laštůvka,cz CZE,GK,40-224,19.0,19,1710.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Nemanja Kuzmanović,rs SRB,FW,33-265,19.0,17,1447.0,16.1,3.0,6.0,9.0,3.0,0.0,0.0,5.0,0.0,,,,0.19,0.37,0.56,0.19,0.56,Matches,
Jiří Fleišman,cz CZE,DF,38-137,18.0,15,1348.0,15.0,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,,,,0.13,0.07,0.2,0.13,0.2,Matches,
Filip Kaloč,cz CZE,MF,22-354,15.0,15,1308.0,14.5,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,,,,0.14,0.07,0.21,0.14,0.21,Matches,
Michal Frydrych,cz CZE,DF,32-354,14.0,14,1260.0,14.0,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,,,,0.14,0.07,0.21,0.14,0.21,Matches,
Jiří Klíma,cz CZE,FW,26-042,17.0,14,1139.0,12.7,5.0,2.0,7.0,5.0,0.0,0.0,1.0,0.0,,,,0.4,0.16,0.55,0.4,0.55,Matches,
